x,y,dist,x_real,y_real,z_real,dist_real,orient,direct,SrcNum,DetNum,OptGrp
-6.364,-44.548,64.900,NaN,NaN,NaN,NaN,hori,antidiag,S04,D10,head
-6.364,-57.276,64.900,NaN,NaN,NaN,NaN,hori,diagonal,S04,D12,head
-6.364,-70.004,74.216,NaN,NaN,NaN,NaN,hori,diagonal,S04,D14,head
-6.364,-82.731,90.000,NaN,NaN,NaN,NaN,hori,diagonal,S04,D16,head
-31.820,-44.548,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S06,D02,head
-31.820,-57.276,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S06,D04,head
-31.820,-70.004,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S06,D06,head
-31.820,-82.731,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S06,D07,head
-31.820,-95.459,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S06,D08,head
-19.092,-31.820,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S06,D01,head
-19.092,-44.548,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S06,D03,head
-19.092,-57.276,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S06,D05,head
-19.092,-70.004,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S06,D11,head
-19.092,-82.731,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S06,D13,head
-19.092,-95.459,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S06,D15,head
-19.092,-108.187,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S06,D17,head
-6.364,-44.548,90.000,NaN,NaN,NaN,NaN,hori,antidiag,S06,D09,head
-6.364,-57.276,74.216,NaN,NaN,NaN,NaN,hori,antidiag,S06,D10,head
-6.364,-70.004,64.900,NaN,NaN,NaN,NaN,hori,antidiag,S06,D12,head
-6.364,-82.731,64.900,NaN,NaN,NaN,NaN,hori,diagonal,S06,D14,head
-6.364,-95.459,74.216,NaN,NaN,NaN,NaN,hori,diagonal,S06,D16,head
-31.820,-57.276,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S17,D02,head
-31.820,-70.004,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S17,D04,head
-31.820,-82.731,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S17,D06,head
-31.820,-95.459,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S17,D07,head
-31.820,-108.187,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S17,D08,head
-19.092,-44.548,120.748,NaN,NaN,NaN,NaN,vert,antidiag,S17,D01,head
-19.092,-57.276,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S17,D03,head
-19.092,-70.004,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S17,D05,head
-19.092,-82.731,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S17,D11,head
-19.092,-95.459,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S17,D13,head
-19.092,-108.187,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S17,D15,head
-19.092,-120.915,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S17,D17,head
-6.364,-57.276,109.490,NaN,NaN,NaN,NaN,vert,antidiag,S17,D09,head
-6.364,-70.004,90.000,NaN,NaN,NaN,NaN,hori,antidiag,S17,D10,head
-6.364,-82.731,74.216,NaN,NaN,NaN,NaN,hori,antidiag,S17,D12,head
-6.364,-95.459,64.900,NaN,NaN,NaN,NaN,hori,antidiag,S17,D14,head
-6.364,-108.187,64.900,NaN,NaN,NaN,NaN,hori,diagonal,S17,D16,head
-38.184,-332.919,18.000,NaN,NaN,NaN,NaN,vert,straight,S27,D25,neckB
-38.184,-341.919,36.000,NaN,NaN,NaN,NaN,vert,straight,S25,D25,neckB
-19.092,-6.364,18.000,NaN,NaN,NaN,NaN,hori,antidiag,S01,D02,head
-19.092,-19.092,18.000,NaN,NaN,NaN,NaN,hori,diagonal,S03,D02,head
-19.092,-31.820,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S05,D02,head
-19.092,-44.548,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S07,D02,head
-19.092,-57.276,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S08,D02,head
-19.092,-70.004,115.256,NaN,NaN,NaN,NaN,vert,diagonal,S19,D02,head
-6.364,-6.364,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S09,D02,head
-6.364,-19.092,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S10,D02,head
-6.364,-31.820,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S12,D02,head
-6.364,-44.548,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S14,D02,head
-6.364,-57.276,96.933,NaN,NaN,NaN,NaN,vert,diagonal,S16,D02,head
-6.364,-70.004,120.748,NaN,NaN,NaN,NaN,vert,diagonal,S20,D02,head
6.364,-19.092,64.900,NaN,NaN,NaN,NaN,hori,diagonal,S11,D02,head
6.364,-31.820,74.216,NaN,NaN,NaN,NaN,hori,diagonal,S13,D02,head
6.364,-44.548,90.000,NaN,NaN,NaN,NaN,hori,diagonal,S15,D02,head
6.364,-57.276,109.490,NaN,NaN,NaN,NaN,vert,diagonal,S18,D02,head
-19.092,-19.092,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S01,D04,head
-19.092,-31.820,18.000,NaN,NaN,NaN,NaN,hori,antidiag,S03,D04,head
-19.092,-44.548,18.000,NaN,NaN,NaN,NaN,hori,diagonal,S05,D04,head
-19.092,-57.276,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S07,D04,head
-19.092,-70.004,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S08,D04,head
-19.092,-82.731,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S19,D04,head
-6.364,-19.092,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S09,D04,head
-6.364,-31.820,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S10,D04,head
-6.364,-44.548,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S12,D04,head
-6.364,-57.276,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S14,D04,head
-6.364,-70.004,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S16,D04,head
-6.364,-82.731,96.933,NaN,NaN,NaN,NaN,vert,diagonal,S20,D04,head
6.364,-31.820,64.900,NaN,NaN,NaN,NaN,hori,antidiag,S11,D04,head
6.364,-44.548,64.900,NaN,NaN,NaN,NaN,hori,diagonal,S13,D04,head
6.364,-57.276,74.216,NaN,NaN,NaN,NaN,hori,diagonal,S15,D04,head
6.364,-70.004,90.000,NaN,NaN,NaN,NaN,hori,diagonal,S18,D04,head
-19.092,-31.820,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S01,D06,head
-19.092,-44.548,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S03,D06,head
-19.092,-57.276,18.000,NaN,NaN,NaN,NaN,hori,antidiag,S05,D06,head
-19.092,-70.004,18.000,NaN,NaN,NaN,NaN,hori,diagonal,S07,D06,head
-19.092,-82.731,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S08,D06,head
-19.092,-95.459,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S19,D06,head
-6.364,-31.820,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S09,D06,head
-6.364,-44.548,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S10,D06,head
-6.364,-57.276,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S12,D06,head
-6.364,-70.004,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S14,D06,head
-6.364,-82.731,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S16,D06,head
-6.364,-95.459,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S20,D06,head
6.364,-44.548,74.216,NaN,NaN,NaN,NaN,hori,antidiag,S11,D06,head
6.364,-57.276,64.900,NaN,NaN,NaN,NaN,hori,antidiag,S13,D06,head
6.364,-70.004,64.900,NaN,NaN,NaN,NaN,hori,diagonal,S15,D06,head
6.364,-82.731,74.216,NaN,NaN,NaN,NaN,hori,diagonal,S18,D06,head
-19.092,-44.548,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S01,D07,head
-19.092,-57.276,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S03,D07,head
-19.092,-70.004,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S05,D07,head
-19.092,-82.731,18.000,NaN,NaN,NaN,NaN,hori,antidiag,S07,D07,head
-19.092,-95.459,18.000,NaN,NaN,NaN,NaN,hori,diagonal,S08,D07,head
-19.092,-108.187,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S19,D07,head
-6.364,-44.548,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S09,D07,head
-6.364,-57.276,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S10,D07,head
-6.364,-70.004,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S12,D07,head
-6.364,-82.731,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S14,D07,head
-6.364,-95.459,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S16,D07,head
-6.364,-108.187,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S20,D07,head
6.364,-57.276,90.000,NaN,NaN,NaN,NaN,hori,antidiag,S11,D07,head
6.364,-70.004,74.216,NaN,NaN,NaN,NaN,hori,antidiag,S13,D07,head
6.364,-82.731,64.900,NaN,NaN,NaN,NaN,hori,antidiag,S15,D07,head
6.364,-95.459,64.900,NaN,NaN,NaN,NaN,hori,diagonal,S18,D07,head
-19.092,-57.276,115.256,NaN,NaN,NaN,NaN,vert,antidiag,S01,D08,head
-19.092,-70.004,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S03,D08,head
-19.092,-82.731,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S05,D08,head
-19.092,-95.459,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S07,D08,head
-19.092,-108.187,18.000,NaN,NaN,NaN,NaN,hori,antidiag,S08,D08,head
-19.092,-120.915,18.000,NaN,NaN,NaN,NaN,hori,diagonal,S19,D08,head
-6.364,-57.276,120.748,NaN,NaN,NaN,NaN,vert,antidiag,S09,D08,head
-6.364,-70.004,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S10,D08,head
-6.364,-82.731,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S12,D08,head
-6.364,-95.459,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S14,D08,head
-6.364,-108.187,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S16,D08,head
-6.364,-120.915,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S20,D08,head
6.364,-70.004,109.490,NaN,NaN,NaN,NaN,vert,antidiag,S11,D08,head
6.364,-82.731,90.000,NaN,NaN,NaN,NaN,hori,antidiag,S13,D08,head
6.364,-95.459,74.216,NaN,NaN,NaN,NaN,hori,antidiag,S15,D08,head
6.364,-108.187,64.900,NaN,NaN,NaN,NaN,hori,antidiag,S18,D08,head
-6.364,6.364,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S01,D01,head
-6.364,-6.364,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S01,D03,head
-6.364,-19.092,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S01,D05,head
-6.364,-31.820,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S01,D11,head
-6.364,-44.548,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S01,D13,head
-6.364,-57.276,115.256,NaN,NaN,NaN,NaN,vert,diagonal,S01,D15,head
-6.364,-70.004,140.584,NaN,NaN,NaN,NaN,vert,diagonal,S01,D17,head
6.364,-6.364,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S01,D09,head
6.364,-19.092,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S01,D10,head
6.364,-31.820,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S01,D12,head
6.364,-44.548,96.933,NaN,NaN,NaN,NaN,vert,diagonal,S01,D14,head
6.364,-57.276,120.748,NaN,NaN,NaN,NaN,vert,diagonal,S01,D16,head
-6.364,-6.364,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S03,D01,head
-6.364,-19.092,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S03,D03,head
-6.364,-31.820,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S03,D05,head
-6.364,-44.548,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S03,D11,head
-6.364,-57.276,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S03,D13,head
-6.364,-70.004,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S03,D15,head
-6.364,-82.731,115.256,NaN,NaN,NaN,NaN,vert,diagonal,S03,D17,head
6.364,-19.092,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S03,D09,head
6.364,-31.820,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S03,D10,head
6.364,-44.548,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S03,D12,head
6.364,-57.276,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S03,D14,head
6.364,-70.004,96.933,NaN,NaN,NaN,NaN,vert,diagonal,S03,D16,head
-6.364,-19.092,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S05,D01,head
-6.364,-31.820,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S05,D03,head
-6.364,-44.548,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S05,D05,head
-6.364,-57.276,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S05,D11,head
-6.364,-70.004,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S05,D13,head
-6.364,-82.731,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S05,D15,head
-6.364,-95.459,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S05,D17,head
6.364,-31.820,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S05,D09,head
6.364,-44.548,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S05,D10,head
6.364,-57.276,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S05,D12,head
6.364,-70.004,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S05,D14,head
6.364,-82.731,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S05,D16,head
-6.364,-31.820,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S07,D01,head
-6.364,-44.548,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S07,D03,head
-6.364,-57.276,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S07,D05,head
-6.364,-70.004,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S07,D11,head
-6.364,-82.731,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S07,D13,head
-6.364,-95.459,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S07,D15,head
-6.364,-108.187,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S07,D17,head
6.364,-44.548,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S07,D09,head
6.364,-57.276,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S07,D10,head
6.364,-70.004,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S07,D12,head
6.364,-82.731,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S07,D14,head
6.364,-95.459,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S07,D16,head
-6.364,-44.548,115.256,NaN,NaN,NaN,NaN,vert,antidiag,S08,D01,head
-6.364,-57.276,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S08,D03,head
-6.364,-70.004,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S08,D05,head
-6.364,-82.731,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S08,D11,head
-6.364,-95.459,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S08,D13,head
-6.364,-108.187,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S08,D15,head
-6.364,-120.915,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S08,D17,head
6.364,-57.276,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S08,D09,head
6.364,-70.004,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S08,D10,head
6.364,-82.731,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S08,D12,head
6.364,-95.459,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S08,D14,head
6.364,-108.187,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S08,D16,head
-6.364,-57.276,140.584,NaN,NaN,NaN,NaN,vert,antidiag,S19,D01,head
-6.364,-70.004,115.256,NaN,NaN,NaN,NaN,vert,antidiag,S19,D03,head
-6.364,-82.731,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S19,D05,head
-6.364,-95.459,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S19,D11,head
-6.364,-108.187,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S19,D13,head
-6.364,-120.915,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S19,D15,head
-6.364,-133.643,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S19,D17,head
6.364,-70.004,120.748,NaN,NaN,NaN,NaN,vert,antidiag,S19,D09,head
6.364,-82.731,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S19,D10,head
6.364,-95.459,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S19,D12,head
6.364,-108.187,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S19,D14,head
6.364,-120.915,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S19,D16,head
6.364,6.364,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S09,D01,head
6.364,-6.364,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S10,D01,head
6.364,-19.092,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S12,D01,head
6.364,-31.820,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S14,D01,head
6.364,-44.548,115.256,NaN,NaN,NaN,NaN,vert,diagonal,S16,D01,head
6.364,-57.276,140.584,NaN,NaN,NaN,NaN,vert,diagonal,S20,D01,head
19.092,-6.364,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S11,D01,head
19.092,-19.092,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S13,D01,head
19.092,-31.820,96.933,NaN,NaN,NaN,NaN,vert,diagonal,S15,D01,head
19.092,-44.548,120.748,NaN,NaN,NaN,NaN,vert,diagonal,S18,D01,head
6.364,-6.364,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S09,D03,head
6.364,-19.092,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S10,D03,head
6.364,-31.820,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S12,D03,head
6.364,-44.548,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S14,D03,head
6.364,-57.276,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S16,D03,head
6.364,-70.004,115.256,NaN,NaN,NaN,NaN,vert,diagonal,S20,D03,head
19.092,-19.092,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S11,D03,head
19.092,-31.820,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S13,D03,head
19.092,-44.548,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S15,D03,head
19.092,-57.276,96.933,NaN,NaN,NaN,NaN,vert,diagonal,S18,D03,head
6.364,-19.092,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S09,D05,head
6.364,-31.820,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S10,D05,head
6.364,-44.548,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S12,D05,head
6.364,-57.276,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S14,D05,head
6.364,-70.004,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S16,D05,head
6.364,-82.731,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S20,D05,head
19.092,-31.820,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S11,D05,head
19.092,-44.548,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S13,D05,head
19.092,-57.276,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S15,D05,head
19.092,-70.004,74.216,NaN,NaN,NaN,NaN,vert,diagonal,S18,D05,head
6.364,-31.820,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S09,D11,head
6.364,-44.548,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S10,D11,head
6.364,-57.276,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S12,D11,head
6.364,-70.004,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S14,D11,head
6.364,-82.731,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S16,D11,head
6.364,-95.459,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S20,D11,head
19.092,-44.548,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S11,D11,head
19.092,-57.276,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S13,D11,head
19.092,-70.004,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S15,D11,head
19.092,-82.731,54.000,NaN,NaN,NaN,NaN,hori,diagonal,S18,D11,head
6.364,-44.548,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S09,D13,head
6.364,-57.276,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S10,D13,head
6.364,-70.004,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S12,D13,head
6.364,-82.731,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S14,D13,head
6.364,-95.459,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S16,D13,head
6.364,-108.187,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S20,D13,head
19.092,-57.276,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S11,D13,head
19.092,-70.004,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S13,D13,head
19.092,-82.731,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S15,D13,head
19.092,-95.459,40.249,NaN,NaN,NaN,NaN,hori,diagonal,S18,D13,head
6.364,-57.276,115.256,NaN,NaN,NaN,NaN,vert,antidiag,S09,D15,head
6.364,-70.004,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S10,D15,head
6.364,-82.731,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S12,D15,head
6.364,-95.459,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S14,D15,head
6.364,-108.187,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S16,D15,head
6.364,-120.915,18.000,NaN,NaN,NaN,NaN,vert,diagonal,S20,D15,head
19.092,-70.004,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S11,D15,head
19.092,-82.731,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S13,D15,head
19.092,-95.459,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S15,D15,head
19.092,-108.187,40.249,NaN,NaN,NaN,NaN,hori,antidiag,S18,D15,head
6.364,-70.004,140.584,NaN,NaN,NaN,NaN,vert,antidiag,S09,D17,head
6.364,-82.731,115.256,NaN,NaN,NaN,NaN,vert,antidiag,S10,D17,head
6.364,-95.459,90.000,NaN,NaN,NaN,NaN,vert,antidiag,S12,D17,head
6.364,-108.187,64.900,NaN,NaN,NaN,NaN,vert,antidiag,S14,D17,head
6.364,-120.915,40.249,NaN,NaN,NaN,NaN,vert,antidiag,S16,D17,head
6.364,-133.643,18.000,NaN,NaN,NaN,NaN,vert,antidiag,S20,D17,head
19.092,-82.731,120.748,NaN,NaN,NaN,NaN,vert,antidiag,S11,D17,head
19.092,-95.459,96.933,NaN,NaN,NaN,NaN,vert,antidiag,S13,D17,head
19.092,-108.187,74.216,NaN,NaN,NaN,NaN,vert,antidiag,S15,D17,head
19.092,-120.915,54.000,NaN,NaN,NaN,NaN,hori,antidiag,S18,D17,head
19.092,-6.364,18.000,NaN,NaN,NaN,NaN,hori,diagonal,S09,D09,head
19.092,-19.092,40.249,NaN,NaN,NaN,NaN,vert,diagonal,S09,D10,head
19.092,-31.820,64.900,NaN,NaN,NaN,NaN,vert,diagonal,S09,D12,head
19.092,-44.548,90.000,NaN,NaN,NaN,NaN,vert,diagonal,S09,D14,head
19.092,-57.276,115.256,NaN,NaN,NaN,NaN,vert,diagonal,S09,D16,head
19.092,-19.092,18.000,NaN,NaN,NaN,NaN,hori,antidiag,S10,D09,head
